ID_SITE,ID_ENTITY,entity_name,latitude,longitude,elevation,depositional_context,measurement_method,TYPE,source,core_location,last_updated,ID_UNIT,id,ENTITY_ID,"Alpha-2 code","Alpha-3 code"
378,454,"Corral Lake core",57.32,-100.85,75,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-999999,2021-05-07,152,295,454,CA,CAN
379,456,"Two Hill Lake core",55.98,-97.28,200,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-05-07,152,296,456,CA,CAN
380,457,"OK Lake core",54.8,-95.25,108,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-05-07,152,297,457,CA,CAN
382,460,"Lily Pond Warwick core",42.68,-72.33,269,"lake sediment","Pollen slide",count,"Global Charcoal Database Version 4",-777777,2021-12-10,152,298,460,US,USA
383,461,"Otter Pond core",42.65,-72.53,107,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-12-10,149,299,461,US,USA
384,462,"Aino Pond core",42.680759,-71.925514,354,"lake sediment","Pollen slide",influx,IMPD,"central core",2021-12-10,149,300,462,US,USA
386,464,"Green Pond core",42.56,-72.51,80,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-12-10,149,301,464,US,USA
387,465,"LG4-01 core",54.0358,-72.8728,470,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-999999,2021-05-07,149,302,465,CA,CAN
388,466,"LG4-05 core",54.0633,-72.9153,350,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-999999,2021-05-07,149,303,466,CA,CAN
389,467,"LG4-06 core",54.075,-72.9419,365,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-999999,2021-05-07,149,304,467,CA,CAN
390,468,"LG4-09 core",54.9011,-72.7772,442,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-999999,2021-05-07,149,305,468,CA,CAN
391,469,"LG4-12 core",52.8428,-73.3164,534,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-999999,2021-05-07,149,306,469,CA,CAN
392,470,"Warrananga core",-33.97,141.56,22,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,152,307,470,AU,AUS
393,471,"Byenup Lagoon Site 1",-34.46,116.73,175,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,152,308,471,AU,AUS
394,472,"Wet Lagoon core",-34.805,149.452925,700,"bog sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-12-23,28,309,472,AU,AUS
395,473,"Bobundara Swamp core",-36.5833,150.06,75,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,156,310,473,AU,AUS
396,474,"Kurnell Fen core",-34.01,151.1,15,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,25,311,474,AU,AUS
397,475,"Ryans Swamp core",-35.09,150.39,8,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,137,312,475,AU,AUS
401,480,"Nelson Lake core",41.83278,-88.38,211,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-05-07,15,313,480,US,USA
402,481,"Chatsworth Bog core",40.67583,-88.32306,290,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-12-23,15,314,481,US,USA
403,482,"Bohult Hollow core",57.2333,16.1667,77,"small hollow",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-05-07,17,315,482,SE,SWE
404,483,STV05,57.024167,14.813056,187,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,53,316,483,SE,SWE
405,484,"Lake Chignahuapan core",19.16,-99.53,2570,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,43,317,484,MX,MEX
406,485,"Lago Verde core",18.61,-95.34,149,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-06,84,318,485,MX,MEX
408,487,"Sacramento Mountains core",32.84,-105.7,2400,soil,"Cumulative probability (95% confidence interval) alluvial soil charcoal",other,"Global Charcoal Database Version 4",-777777,2020-03-06,131,319,487,US,USA
409,488,"Las Pardillas core",42.0333,-3.0333,1850,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-05-07,29,320,488,ES,ESP
411,490,"Ballachrink core",54.37,-4.47,20,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,4,321,490,IM,IMN
417,496,"Rock Arch Swamp core",-34.3,150.39,575,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,123,322,496,AU,AUS
418,497,"CSBA core",-35.755,148.8575,1755,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,123,323,497,AU,AUS
419,498,"Tom Gregory Swamp core",-35.64833,148.8305,1024,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,137,324,498,AU,AUS
420,499,"Rennix Gap core",-36.22,148.3,1570,"bog sediment","Pollen slide",other,"Global Charcoal Database Version 4",-777777,2020-03-06,161,325,499,AU,AUS
421,500,"Ginini Flats core_oth",-35.31,148.46,1590,"bog sediment","Pollen slide",other,"Global Charcoal Database Version 4",-777777,2020-03-06,161,326,500,AU,AUS
421,501,"Ginini Flats core_count",-35.31,148.46,1590,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,137,327,501,AU,AUS
422,502,DP3,-41.50278,146.34167,350,"fluvial/alluvial sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-888888,2021-05-07,126,328,502,AU,AUS
423,503,"Nursery Swamp core",-35.675567,148.9672,1092,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","central core",2021-05-07,164,329,503,AU,AUS
424,504,"Badu 15_conc",-10.06,142.09,20,archaeological,Sieved,concentration,"Global Charcoal Database Version 4",-888888,2021-05-07,11,330,504,AU,AUS
424,505,"Badu 15_count",-10.06,142.09,20,archaeological,"Pollen slide",concentration,"Global Charcoal Database Version 4",-888888,2021-05-07,137,331,505,AU,AUS
425,506,"Argan Swamp core_conc",-10.05,142.06,3,"bog sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,11,332,506,AU,AUS
425,507,"Argan Swamp core_count",-10.05,142.06,3,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,137,333,507,AU,AUS
426,508,"Talita Kupai core_conc",-10.1,142.12,33,soil,Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,11,334,508,AU,AUS
426,509,"Talita Kupai core_count",-10.1,142.12,33,soil,"Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,137,335,509,AU,AUS
427,510,"Waruid core_conc",-10.4,142.09,5,soil,Sieved,concentration,"Global Charcoal Database Version 4",-888888,2021-05-07,11,336,510,AU,AUS
427,511,"Waruid core_count",-10.4,142.09,5,soil,"Pollen slide",concentration,"Global Charcoal Database Version 4",-888888,2021-05-07,137,337,511,AU,AUS
428,512,"Tiam Point core",-10.12,142.18,3,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,137,338,512,AU,AUS
429,513,"gtr125 conc",-10.1,142.14,10,"bog sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-05-07,11,339,513,AU,AUS
430,514,"Bar20 core",-10.1,142.12,18,"bog sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-05-07,11,340,514,AU,AUS
431,515,"Zurath Islet core_count",-10.16,142.06,3,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,137,341,515,AU,AUS
431,516,"Zurath Islet core_conc",-10.16,142.06,3,"bog sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-05-07,11,342,516,AU,AUS
432,517,"Muellers Rock core",-35.39,148.5,1102,"fluvial/alluvial sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,123,343,517,AU,AUS
440,525,"El Carrizal core",41.3185,-4.145,860,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,152,344,525,ES,ESP
442,527,"Lake Sibaya core",-27.2,32.36,20,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,55,345,527,ZA,ZAF
443,528,"Funduzi core",-22.85,30.89,429,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,22,346,528,ZA,ZAF
444,529,"Kalksjon core",60.13,13.05,98,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-12-23,149,347,529,SE,SWE
445,530,"Tel 2001-02",51.529167,87.714722,1900,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","central core",2021-05-19,23,348,530,RU,RUS
446,531,"Griblje Marsh core",45.56,15.27,160,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,32,350,531,SI,SVN
447,532,"Canada de la Cruz core",38.0675,-2.6875,1595,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2020-11-13,22,351,532,ES,ESP
448,533,"Villaverde core",38.8,-2.3667,870,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,22,352,533,ES,ESP
452,537,"Xujianan core",35.5,106,1620,loess,"Charcoal separated by heavy liquid preparation",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,50,353,537,CN,CHN
457,542,"AZU 02_11_influx",-52.12,-69.52,100,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-05-07,8,354,542,AR,ARG
457,543,"AZU 02_11_conc",-52.12,-69.52,100,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","central core",2021-05-07,24,355,543,AR,ARG
458,544,"Crevice Lake core",45,-110.578,1713,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-05-07,10,356,544,US,USA
459,545,"Les Comailles core",47.66,3.22,215,"bog sediment",Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-06,10,357,545,FR,FRA
460,546,"Gabarn core",43.17168,-0.555514,310,"bog sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-12-23,11,358,546,FR,FRA
461,547,"Elferdalen core",59.65,9.3,380,"bog sediment",Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-06,16,359,547,NO,NOR
462,548,"Gador core",36.9,-2.9167,1530,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,22,360,548,ES,ESP
464,550,"Kragso core",56.21,9.02,47,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,361,550,DK,DNK
465,551,"Lac du Lait core",45.31,6.81,2180,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,362,551,FR,FRA
466,552,"Lac du Thyl core",45.24,6.49,2038,"bog sediment",Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,363,552,FR,FRA
467,553,PGB1,46.16,10.15,1350,"bog sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-05-19,6,364,553,IT,ITA
468,554,"Lac Miroir core",44.63,6.79,2214,-777777,Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,365,554,FR,FRA
1691,555,NAVARRE3,39.1,-0.6833,225,"bog sediment",Sieved,influx,PANGAEA,"central core",2021-03-26,149,366,555,ES,ESP
470,556,"Ojos del Tremendal core",40.5417,-2.045,1650,"bog sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,28,367,556,ES,ESP
471,557,"Plan Bouchet core",45.24,6.56,2405,"bog sediment",Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,368,557,FR,FRA
472,558,"Skanso core",56.51,8.83,8,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,369,558,DK,DNK
473,559,"Solso core",56.13,8.63,41,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,370,559,DK,DNK
477,563,LLMII,53.08,-9.21,270,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","central core",2021-05-07,65,371,563,IE,IRL
481,567,"Hatchodaira core",35.23,135.83,810,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,156,372,567,JP,JPN
482,568,"Ofuke core",35.65,135.18,528,"bog sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2021-06-04,17,373,568,JP,JPN
483,569,"Bolshoe bog core",51.46,104.5,450,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,156,374,569,RU,RUS
484,570,"Duliha bog core",51.51,105,510,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,156,376,570,RU,RUS
485,571,"Cheremushuka bog core",52.75,108.08,462,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,156,378,571,RU,RUS
486,572,"Duguldzeiri River bog core",54.45,109.53,529,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,156,380,572,RU,RUS
487,573,"Tompuda bog core",55.13,109.76,459,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,156,382,573,RU,RUS
488,574,"Maralay Alas core",63.116667,130.6,134,"bog sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2021-05-19,303,384,574,RU,RUS
491,577,Lovnas_B,66.310833,17.900833,515,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-05-19,149,386,577,SE,SWE
492,578,"Nussbaumersee core NBS-B",47.6,8.81,450,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-12-23,10,387,578,CH,CHE
495,581,"Steerenmoos core",47.8167,8.1833,1000,"bog sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,10,388,581,DE,DEU
496,582,"Lake Lucerne core",47.05,8.59,434,"lake sediment","Charcoal particles identified by imaging software",influx,"Global Charcoal Database Version 4",-777777,2020-03-06,66,389,582,CH,CHE
499,585,"Xishuangbanna core",21.5,101.5,900,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,110,390,585,CN,CHN
501,587,"Maluyo Swamp core",18.18,121.58,5,-777777,Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,134,391,587,PH,PHL
502,588,"Paoay Lake LP3",18.2,120.54,15,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,25,392,588,PH,PHL
502,589,"Paoay Lake LP4",18.12,120.54,15,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,17,393,589,PH,PHL
504,590,"Quambie Lagoon core_gtr125",-12.5,131.17,20,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,11,394,590,AU,AUS
504,591,"Quambie Lagoon core_total",-12.5,131.17,20,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,167,395,591,AU,AUS
504,592,"Quambie Lagoon core_gtr25o",-12.5,131.17,20,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,17,396,592,AU,AUS
506,594,"Ajkwa 1 core",-4.86,136.96,1.3,"estuarine sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,164,397,594,ID,IDN
507,595,"Ajkwa 2 core",-4.86,136.96,1.3,"estuarine sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,164,398,595,ID,IDN
508,596,"Ajkwa 3 core",-4.86,136.96,1.3,"estuarine sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,164,399,596,ID,IDN
509,597,"Ajkwa 4 core",-4.86,136.96,1.3,"estuarine sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,164,400,597,ID,IDN
510,598,"Ajkwa 5 core",-4.86,136.96,1.3,"estuarine sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,164,401,598,ID,IDN
512,600,"Anumon Swamp core",-20.16,169.82,45,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,156,402,600,VU,VUT
513,601,"Aru core",-5.91,134.2,1,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,156,403,601,ID,IDN
514,602,"Cameron's Lagoon core",-41.96,146.68,1045,"estuarine sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,156,404,602,AU,AUS
515,603,"Hogayaku core",-3.98,137.38,3580,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,123,405,603,ID,IDN
516,604,"Lake Hordorli_B",-2.53,140.55,680,"lake sediment","Pollen slide",concentration,Neotoma,-777777,2021-12-01,156,406,604,ID,IDN
518,606,"Mago Island core",-17.44,179.15,2,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,123,407,606,FJ,FJI
520,608,"Plum Swamp core",-22.26,166.61,40,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,123,408,608,NC,NCL
522,610,"Blue Lake Kosciuzko core",-36.14,148.43,1950,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4",-999999,2021-05-07,149,409,610,AU,AUS
523,611,"Grey Pole Swamp core",-32.61,152.31,9,"bog sediment",Sieved,concentration,"Global Charcoal Database Version 4","central core",2022-01-05,123,410,611,AU,AUS
524,612,"Griffith Swamp core",-33.28,151,20,"bog sediment",Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,411,612,AU,AUS
525,613,"Hopwoods Lagoon core",-33.21,150.99,38,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,123,412,613,AU,AUS
526,614,"Howes Waterhole Swamp core",-33.01,150.66,280,"bog sediment",Sieved,influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,413,614,AU,AUS
528,616,"Kings Waterhole core",-33.01,150.66,280,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,414,616,AU,AUS
529,617,"Lake Couridjah Thirlmere Lakes core",-34.23,150.54,310,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,17,415,617,AU,AUS
530,618,"Lake Curlip core",-37.83,148.56,2,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-777777,2020-03-06,28,416,618,AU,AUS
531,619,"Lashmars Lagoon core",-35.8,138.067,2,-777777,"Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,134,417,619,AU,AUS
532,620,"Main Lake Tower Hill core",-38.31,142.36,20,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-12-23,134,418,620,AU,AUS
533,621,"MAMIII core",53.405608,-10.022521,250,"lake sediment",Sieved,"pollen concentration","Global Charcoal Database Version 4","central core",2021-05-07,164,419,621,IE,IRL
534,623,"Derrycunihy Wood core",52.01,-9.41,75,"small hollow","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,134,420,623,IE,IRL
535,624,"Camillan Wood core",52.03,-9.56,17,"small hollow","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,134,421,624,IE,IRL
536,625,"Mongan Bog core",53.33,-7.93,45,"bog sediment",Sieved,"pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,164,422,625,IE,IRL
537,626,"Abbeyknockmoy Bog core",53.44,-8.76,60,"bog sediment",Sieved,"pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,164,423,626,IE,IRL
538,627,"Loch an t'Suidhe core",56.31259918,-6.25375223,32,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","marginal core",2021-05-19,28,424,627,GB,GBR
539,628,"Loch Buailaval Beag core",58.265056,-6.770299,50,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-12-01,134,425,628,GB,GBR
540,629,"Loch a'Phuinnd core",57.366667,-7.266667,10,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-12-01,134,426,629,GB,GBR
541,630,"Crag Lough core",55.006008,-2.3673827,250,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","marginal core",2021-05-07,124,427,630,GB,GBR
542,631,"Dallican Water core",60.39167,-1.1,56,"lake sediment","Pollen slide",concentration,Neotoma,"central core",2021-12-01,25,428,631,GB,GBR
544,633,"Cothill Fen core",51.68,-1.32,-777777,-777777,"Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,134,429,633,GB,GBR
546,635,"Bolton Fell Moss core",55.02,-2.85,110,-777777,"Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,126,430,635,GB,GBR
549,638,"Anstey's Combe core",51.054451,-3.6747154,282,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-19,130,431,638,GB,GBR
552,642,"Braamhoek core",-28.23,25.58,1700,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,52,432,642,ZA,ZAF
553,643,"ESK 96/99",38.55,34.54,1270,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-12-23,28,433,643,TR,TUR
554,644,"Nar core",38.37,34.45,1363,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-12-23,28,434,644,TR,TUR
555,645,"Moreletta River core 1",-28.82,30.99,417,"fluvial/alluvial sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,22,435,645,ZA,ZAF
556,646,N-GUA_macro,41.4083,-0.2278,336,"lake sediment",Sieved,concentration,author,"central core",2021-05-07,154,436,646,ES,ESP
556,647,N-GUA_micro,41.4083,-0.2278,336,"lake sediment","Pollen slide",concentration,author,"central core",2021-05-07,147,437,647,ES,ESP
557,648,"Aire Crossing core",-38.64,143.47,180,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,123,438,648,AU,AUS
363,649,"Bondi Lake South Core",-36.8,149.93,22,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","marginal core",2021-05-07,126,439,649,AU,AUS
559,650,"Lake Condah core",-38.06,141.83,60,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-999999,2021-05-07,134,440,650,AU,AUS
560,651,"Tea Tree Swamp Core DRA",-37.21,148.83,900,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,126,441,651,AU,AUS
560,652,"Tea Tree Swamp Core DRE",-37.21,148.83,900,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,126,442,652,AU,AUS
560,653,"Tea Tree Swamp Core DRN-A",-37.21,148.83,900,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,126,443,653,AU,AUS
563,654,"Wildes Meadow Swamp core",-34.62,150.51,670,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,126,444,654,AU,AUS
564,655,"South Salvation Creek Swamp core",-33.63,151.25,132,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4",-777777,2020-03-06,126,445,655,AU,AUS
565,656,"Bridgewater Lake Core B",-38.3,141.38,20,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","central core",2021-05-07,126,446,656,AU,AUS
566,657,"Kelela Swamp core",-4.02,138.91,1650,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-12-23,123,447,657,ID,IDN
569,660,"Laravita core",-8.39,147.35,3570,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,156,448,660,PG,PNG
570,661,"Aguai Ramata core",-6.56,145.21,1950,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,134,449,661,PG,PNG
571,662,"Sondambile core",-6.34,147.11,2850,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,134,450,662,PG,PNG
572,663,"Greens Bush core",-38.43,144.93,160,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,146,451,663,AU,AUS
574,665,"Katoomba Swamp core",-33.71,150.31,950,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,56,452,665,AU,AUS
575,666,"Wanum core",-6.63,146.79,35,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,134,453,666,PG,PNG
577,668,"Lake Johnston core",-41.86,145.55,900,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,170,454,668,AU,AUS
578,669,"Loch Sport Swamp core",-37.96,147.68,2,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,60,455,669,AU,AUS
579,670,"Long Swamp core",-38.08,141.08,2,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-05-07,146,456,670,AU,AUS
580,671,"Yawi Ti core",-6.61,143.88,1150,"bog sediment",Sieved,concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,134,457,671,PG,PNG
583,674,"Breadalbane core",-34.8,149.51,694,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-07,149,458,674,AU,AUS
584,675,"Brooks Ridge Fen core",-36.15,148.59,1450,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,17,459,675,AU,AUS
585,676,"Burralow Creek Swamp core",-33.53,150.63,320,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,56,460,676,AU,AUS
586,677,"Chapple Vale Swamp core",-38.62,143.32,30,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,60,461,677,AU,AUS
587,678,"Club Lake core",-36.4,148.31,1980,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-777777,2020-03-06,28,462,678,AU,AUS
591,682,"Kurnell Swamp core",-34.03,151.21,2,"bog sediment","Pollen slide",influx,"Global Charcoal Database Version 4",-777777,2020-03-06,149,463,682,AU,AUS
593,684,"Pian Segna core",46.18,8.63,1162,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,60,464,684,IT,ITA
594,685,"Lago di Fimon core",45.4667,11.5333,23,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-05-19,28,465,685,IT,ITA
632,687,"Rotten Swamp_high-res core",-35.7,148.88,1445,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2021-12-23,156,466,687,AU,AUS
597,688,"Sundown Swamp core",-41.16,144.66,10,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2021-12-01,156,467,688,AU,AUS
598,689,"Egg Lagoon core",-39.65,143.95,20,-777777,"Pollen slide",concentration,"Global Charcoal Database Version 4",-777777,2020-03-06,106,468,689,AU,AUS
605,696,"Hoya del Castillo N-CAS",41.482,-0.1583,258,"lake sediment",Other,concentration,"Global Charcoal Database Version 4","central core",2020-04-20,154,469,696,ES,ESP
605,697,"Hoya del Castillo N-CAS macro",41.482,-0.1583,258,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2020-04-20,147,470,697,ES,ESP
